,comp,region_idx,diff,tstat,pvalue,signif
6409,0,712,baseline_2_early_learning,-0.3254189303370431,0.74573535641862,0
6410,0,712,baseline_2_late_learning,0.6352636767609607,0.5271157379235711,0
6413,0,712,early_learning_2_late_learning,0.907020262719438,0.36718970879150803,0
6418,0,713,baseline_2_early_learning,-0.306255924758599,0.7602257736286042,0
6419,0,713,baseline_2_late_learning,-0.11278593966437073,0.9104900362439525,0
6422,0,713,early_learning_2_late_learning,0.18206064236298847,0.8560074611455862,0
6427,0,714,baseline_2_early_learning,0.5687665653130847,0.5711486215948496,0
6428,0,714,baseline_2_late_learning,0.8785395361618001,0.38234934145833577,0
6431,0,714,early_learning_2_late_learning,0.2867047398511158,0.7750986051525184,0
6436,0,715,baseline_2_early_learning,-1.639090134279972,0.10522206683218537,0
6437,0,715,baseline_2_late_learning,0.1047115482456876,0.9168734938159697,0
6440,0,715,early_learning_2_late_learning,1.6845150666951696,0.09607983327061534,0
6445,0,716,baseline_2_early_learning,0.04801578504328753,0.9618263951616881,0
6446,0,716,baseline_2_late_learning,0.0573389063565749,0.9544218634015512,0
6449,0,716,early_learning_2_late_learning,0.004769106291282939,0.9962069945686695,0
6454,0,717,baseline_2_early_learning,-0.3205475823427979,0.7494104584868185,0
6455,0,717,baseline_2_late_learning,1.1183897659152175,0.2668331848293394,0
6458,0,717,early_learning_2_late_learning,1.2175973621983993,0.22704775981364525,0
6463,0,718,baseline_2_early_learning,0.05534181264055789,0.9560076633635659,0
6464,0,718,baseline_2_late_learning,0.517520560340548,0.6062574576760125,0
6467,0,718,early_learning_2_late_learning,0.37722967200113655,0.7070273567505803,0
6472,0,719,baseline_2_early_learning,2.1462395650916983,0.03496265226933394,1
6473,0,719,baseline_2_late_learning,1.1782216795543488,0.2422903464118595,0
6476,0,719,early_learning_2_late_learning,-0.8169806523249101,0.4164278659627699,0
6481,0,720,baseline_2_early_learning,-0.8069589657183991,0.4221439448462797,0
6482,0,720,baseline_2_late_learning,-0.5626587024488553,0.575280963080536,0
6485,0,720,early_learning_2_late_learning,0.25547801341287557,0.799026409297766,0
6490,0,721,baseline_2_early_learning,0.6501804531610345,0.5174861260906578,0
6491,0,721,baseline_2_late_learning,0.844314347438875,0.40107594588594153,0
6494,0,721,early_learning_2_late_learning,0.22007047325853435,0.8263912307240473,0
6499,0,722,baseline_2_early_learning,0.21685612489158396,0.8288866735332179,0
6500,0,722,baseline_2_late_learning,0.9395301254176917,0.350359076712602,0
6503,0,722,early_learning_2_late_learning,0.6373518229381347,0.5257621330666294,0
6508,0,723,baseline_2_early_learning,-1.317846389352487,0.19141254663989948,0
6509,0,723,baseline_2_late_learning,-0.010192499733074725,0.9918937270510451,0
6512,0,723,early_learning_2_late_learning,1.3382752131451576,0.1846949268177636,0
6517,0,724,baseline_2_early_learning,-0.019399195371804075,0.9845721908086339,0
6518,0,724,baseline_2_late_learning,0.344979972900589,0.7310379552954409,0
6521,0,724,early_learning_2_late_learning,0.35163261040570665,0.7260619531489437,0
6526,0,725,baseline_2_early_learning,-0.5659489932728213,0.5730530911196539,0
6527,0,725,baseline_2_late_learning,-0.7295705785293695,0.4678380084845959,0
6530,0,725,early_learning_2_late_learning,-0.12356072939847201,0.9019809331154002,0
6535,0,726,baseline_2_early_learning,0.12072352061011894,0.904220471487661,0
6536,0,726,baseline_2_late_learning,-0.01672288046132092,0.9867003958661055,0
6539,0,726,early_learning_2_late_learning,-0.12909773653841206,0.8976126264226645,0
6544,0,727,baseline_2_early_learning,-0.4807365463694604,0.6320494514811634,0
6545,0,727,baseline_2_late_learning,-0.07159261411421353,0.9431093710160932,0
6548,0,727,early_learning_2_late_learning,0.38252862743732663,0.7031096726172141,0
6553,0,728,baseline_2_early_learning,-0.23758422459696873,0.8128265419513574,0
6554,0,728,baseline_2_late_learning,0.20704783505911897,0.8365120708162032,0
6557,0,728,early_learning_2_late_learning,0.41164099758354905,0.6817315391521437,0
6562,0,729,baseline_2_early_learning,-0.8862242690308823,0.37822088451567915,0
6563,0,729,baseline_2_late_learning,0.4201879187369445,0.6755034603816623,0
6566,0,729,early_learning_2_late_learning,1.1884728331389147,0.2382531348566933,0
6571,0,730,baseline_2_early_learning,-0.25846106927224816,0.7967318847065199,0
6572,0,730,baseline_2_late_learning,0.1420537795034515,0.8874038084346221,0
6575,0,730,early_learning_2_late_learning,0.3843303907163947,0.7017793947617492,0
6580,0,731,baseline_2_early_learning,-0.14099447700794362,0.888237803828202,0
6581,0,731,baseline_2_late_learning,0.134956413459447,0.8929939893508623,0
6584,0,731,early_learning_2_late_learning,0.26764513572336157,0.7896789494548004,0
6589,0,732,baseline_2_early_learning,-0.45951303960003587,0.6471439630241762,0
6590,0,732,baseline_2_late_learning,-0.4283192402666239,0.6695991629204991,0
6593,0,732,early_learning_2_late_learning,0.0949922925819961,0.9245645637484325,0
6598,0,733,baseline_2_early_learning,-0.36182507585538376,0.7184611219357142,0
6599,0,733,baseline_2_late_learning,-0.375866020982035,0.7080368327248624,0
6602,0,733,early_learning_2_late_learning,0.061558941603382884,0.9510715408112231,0
6607,0,734,baseline_2_early_learning,-0.510139581731862,0.611394260332643,0
6608,0,734,baseline_2_late_learning,-0.40248710084136,0.6884265097962028,0
6611,0,734,early_learning_2_late_learning,0.16035270297041163,0.873017801707989,0
6616,0,735,baseline_2_early_learning,-2.034894730648582,0.04525910603045417,1
6617,0,735,baseline_2_late_learning,-0.5962950628938466,0.5527047700051853,0
6620,0,735,early_learning_2_late_learning,1.3609994532336829,0.1774331615711827,0
6625,0,736,baseline_2_early_learning,-1.375843202337957,0.17280804074675077,0
6626,0,736,baseline_2_late_learning,-1.186261360907269,0.23911995830782437,0
6629,0,736,early_learning_2_late_learning,0.07530226220845189,0.9401670218470544,0
6634,0,737,baseline_2_early_learning,-1.9263134802875759,0.05770837639387666,0
6635,0,737,baseline_2_late_learning,-1.3290275442975241,0.18771348550394515,0
6638,0,737,early_learning_2_late_learning,0.4859661026808751,0.6283536622100764,0
6643,0,738,baseline_2_early_learning,-1.5227910823477928,0.13185511629807162,0
6644,0,738,baseline_2_late_learning,-1.0287961278397786,0.3067552394498708,0
6647,0,738,early_learning_2_late_learning,0.32546179015083265,0.7457030476069708,0
6652,0,739,baseline_2_early_learning,-0.7181180295185754,0.4748300086071169,0
6653,0,739,baseline_2_late_learning,-0.8464674845680824,0.39988153476792987,0
6656,0,739,early_learning_2_late_learning,-0.09022009950827013,0.9283435883289093,0
6661,0,740,baseline_2_early_learning,-2.0344054786460903,0.045309566178461,1
6662,0,740,baseline_2_late_learning,-0.942887956554805,0.34864955890928606,0
6665,0,740,early_learning_2_late_learning,0.9592116108289257,0.3404160887424117,0
6670,0,741,baseline_2_early_learning,0.27507173636109195,0.7839884526111818,0
6671,0,741,baseline_2_late_learning,0.9096861401798418,0.36579052442436866,0
6674,0,741,early_learning_2_late_learning,0.5438894832338877,0.5880688292193292,0
6679,0,742,baseline_2_early_learning,-0.2753574772535644,0.7837697417535546,0
6680,0,742,baseline_2_late_learning,0.4269047476148079,0.6706247699755148,0
6683,0,742,early_learning_2_late_learning,0.6569769612743285,0.5131295742864235,0
6688,0,743,baseline_2_early_learning,2.0230894501558123,0.04649023099822525,1
6689,0,743,baseline_2_late_learning,1.039015955855905,0.3020074627378715,0
6692,0,743,early_learning_2_late_learning,-1.0353577160065273,0.30370119434346093,0
6697,0,744,baseline_2_early_learning,1.176508618110348,0.24296975696873632,0
6698,0,744,baseline_2_late_learning,1.158291466216436,0.25027933037777295,0
6701,0,744,early_learning_2_late_learning,-0.14336806777755196,0.8863692378911241,0
6706,0,745,baseline_2_early_learning,2.2008063295012534,0.030707525621020585,1
6707,0,745,baseline_2_late_learning,1.2773352402464935,0.20527297003208686,0
6710,0,745,early_learning_2_late_learning,-0.9578218474421898,0.3411120852298334,0
6715,0,746,baseline_2_early_learning,2.1713184319999077,0.03294709338881901,1
6716,0,746,baseline_2_late_learning,0.8397485601480649,0.4036159429785553,0
6719,0,746,early_learning_2_late_learning,-1.3776318432205394,0.1722569835469525,0
6724,0,747,baseline_2_early_learning,2.289128423233901,0.024777521385628793,1
6725,0,747,baseline_2_late_learning,1.1782523231225988,0.24227820540023598,0
6728,0,747,early_learning_2_late_learning,-1.094714171976231,0.2770108250938869,0
6733,0,748,baseline_2_early_learning,1.5371700437165632,0.1282985508710837,0
6734,0,748,baseline_2_late_learning,0.7584619428070398,0.4504602207420608,0
6737,0,748,early_learning_2_late_learning,-0.7652269784361654,0.44644563372141677,0
6742,0,749,baseline_2_early_learning,1.7674859378154435,0.08105794842822363,0
6743,0,749,baseline_2_late_learning,1.073875676800716,0.2861893596314818,0
6746,0,749,early_learning_2_late_learning,-0.7054125939881861,0.48265488083725716,0
6751,0,750,baseline_2_early_learning,4.041609372564448,0.00012355705958784537,1
6752,0,750,baseline_2_late_learning,0.882609143837271,0.3801595356042968,0
6755,0,750,early_learning_2_late_learning,-3.1212075332396916,0.002525771612864547,1
6760,0,751,baseline_2_early_learning,1.8442437880408717,0.06894459826451162,0
6761,0,751,baseline_2_late_learning,0.4384255847968068,0.6622897122893894,0
6764,0,751,early_learning_2_late_learning,-1.491535864784093,0.13985431656272887,0
6769,0,752,baseline_2_early_learning,1.4749875943027286,0.14424105747204707,0
6770,0,752,baseline_2_late_learning,0.6444340380754416,0.5211847381762403,0
6773,0,752,early_learning_2_late_learning,-0.7474610631336055,0.45703279345674264,0
6778,0,753,baseline_2_early_learning,2.16966932040541,0.03307644649630767,1
6779,0,753,baseline_2_late_learning,0.6865796960131993,0.4943837058238597,0
6782,0,753,early_learning_2_late_learning,-1.5620732598432654,0.12231913298334761,0
6787,0,754,baseline_2_early_learning,1.1880765737235055,0.23840828884368517,0
6788,0,754,baseline_2_late_learning,0.4987210618985248,0.6193794601596734,0
6791,0,754,early_learning_2_late_learning,-0.5955013420586005,0.5532323602336624,0
6796,0,755,baseline_2_early_learning,0.558093062168166,0.5783792752702344,0
6797,0,755,baseline_2_late_learning,0.2487820046586393,0.8041833025999487,0
6800,0,755,early_learning_2_late_learning,-0.33175693603885414,0.7409625859753728,0
6805,0,756,baseline_2_early_learning,1.2223857757773133,0.2252427361107323,0
6806,0,756,baseline_2_late_learning,1.2047031063298623,0.2319605502319496,0
6809,0,756,early_learning_2_late_learning,-0.14126592879327918,0.8880240761048835,0
6814,0,757,baseline_2_early_learning,1.1419862251532515,0.2569533462627613,0
6815,0,757,baseline_2_late_learning,1.1268327096314494,0.2632679502557909,0
6818,0,757,early_learning_2_late_learning,-0.07893669164541618,0.9372851400818831,0
6823,0,758,baseline_2_early_learning,-0.46571505425459797,0.6427172948726089,0
6824,0,758,baseline_2_late_learning,-0.530377449369012,0.5973570112070888,0
6827,0,758,early_learning_2_late_learning,0.041426037387095625,0.9670621134662363,0
6832,0,759,baseline_2_early_learning,2.311437767652479,0.023449757420433405,1
6833,0,759,baseline_2_late_learning,0.11976435293324583,0.9049777629232041,0
6836,0,759,early_learning_2_late_learning,-2.0461387003784326,0.04411266919431608,1
6841,0,760,baseline_2_early_learning,0.8254708876901073,0.4116218983479961,0
6842,0,760,baseline_2_late_learning,0.6167805508797071,0.5391756408718757,0
6845,0,760,early_learning_2_late_learning,-0.1394319431616636,0.8894682263553114,0
6850,0,761,baseline_2_early_learning,-0.6482152453664208,0.5187494489921949,0
6851,0,761,baseline_2_late_learning,0.1449369670623026,0.8851345033397171,0
6854,0,761,early_learning_2_late_learning,0.7254017139626958,0.47037642774153154,0
6859,0,762,baseline_2_early_learning,-0.9203581947248788,0.36022333039849674,0
6860,0,762,baseline_2_late_learning,-0.6526273874677466,0.5159153996611803,0
6863,0,762,early_learning_2_late_learning,0.31064052233898964,0.7569025008995933,0
6868,0,763,baseline_2_early_learning,-1.123851845731084,0.2645228451355584,0
6869,0,763,baseline_2_late_learning,-0.2893697726756978,0.7730661845938633,0
6872,0,763,early_learning_2_late_learning,0.742542481282894,0.45998911870966275,0
6877,0,764,baseline_2_early_learning,0.009529875335570122,0.9924207070808042,0
6878,0,764,baseline_2_late_learning,-1.2220704022783173,0.2253612959204545,0
6881,0,764,early_learning_2_late_learning,-1.0332218777109827,0.30469303681612464,0
6886,0,765,baseline_2_early_learning,0.743343782870348,0.4595067518856799,0
6887,0,765,baseline_2_late_learning,0.2873159501806408,0.7746323415106429,0
6890,0,765,early_learning_2_late_learning,-0.39844316675031966,0.6913921419721325,0
6895,0,766,baseline_2_early_learning,0.9091061951327369,0.3660946192543294,0
6896,0,766,baseline_2_late_learning,0.35758818571758666,0.7216173035111857,0
6899,0,766,early_learning_2_late_learning,-0.4773391673430608,0.6344554583319617,0
6904,0,767,baseline_2_early_learning,1.1998489275921969,0.2338298133496349,0
6905,0,767,baseline_2_late_learning,1.093816788760485,0.27740182594793955,0
6908,0,767,early_learning_2_late_learning,-0.14759652092307185,0.8830420670688981,0
6913,0,768,baseline_2_early_learning,1.2872020075993416,0.20183050812653733,0
6914,0,768,baseline_2_late_learning,1.1108856484780185,0.27003027655788325,0
6917,0,768,early_learning_2_late_learning,-0.1592480200578016,0.8738851039458799,0
6922,0,769,baseline_2_early_learning,1.347739811847593,0.18164362253007568,0
6923,0,769,baseline_2_late_learning,0.6375101897188447,0.5256595484817241,0
6926,0,769,early_learning_2_late_learning,-0.6943218000195114,0.4895433243073666,0
6931,0,770,baseline_2_early_learning,2.0309313886088587,0.045669266657988046,1
6932,0,770,baseline_2_late_learning,1.529784901281523,0.13011561913936492,0
6935,0,770,early_learning_2_late_learning,-0.45117128694535497,0.6531179624997807,0
6940,0,771,baseline_2_early_learning,-0.3735005875613911,0.7097891426374526,0
6941,0,771,baseline_2_late_learning,-0.1502961740658318,0.8809189326755831,0
6944,0,771,early_learning_2_late_learning,0.24240953554411696,0.8090991076079074,0
6949,0,772,baseline_2_early_learning,1.020408800379068,0.3106891618132609,0
6950,0,772,baseline_2_late_learning,0.32093769380770526,0.7491159307879702,0
6953,0,772,early_learning_2_late_learning,-0.6705562729276123,0.5044839159228472,0
6958,0,773,baseline_2_early_learning,-0.06840685259430085,0.945636826915883,0
6959,0,773,baseline_2_late_learning,-0.49380495781639466,0.6228316145750759,0
6962,0,773,early_learning_2_late_learning,-0.38019251714950436,0.7048358494520015,0
6967,0,774,baseline_2_early_learning,1.8918048334400555,0.0622285183950612,0
6968,0,774,baseline_2_late_learning,1.0966582874603894,0.27616506360385157,0
6971,0,774,early_learning_2_late_learning,-0.6825061073984542,0.4969409603423314,0
6976,0,775,baseline_2_early_learning,0.12670536239712016,0.8994996602793079,0
6977,0,775,baseline_2_late_learning,-0.7999642067769241,0.42616118869890207,0
6980,0,775,early_learning_2_late_learning,-0.7855148830892792,0.43453138131135727,0
6985,0,776,baseline_2_early_learning,0.5750578209181706,0.5669073164754231,0
6986,0,776,baseline_2_late_learning,-0.6102161587979238,0.543492456414111,0
6989,0,776,early_learning_2_late_learning,-1.063711785786617,0.2907413207686215,0
6994,0,777,baseline_2_early_learning,0.8581895908857786,0.3934172492937429,0
6995,0,777,baseline_2_late_learning,-0.6815161326540072,0.49756351493699247,0
6998,0,777,early_learning_2_late_learning,-1.3014325753898104,0.1969413680321867,0
7003,0,778,baseline_2_early_learning,0.6737567089779505,0.5024577258529225,0
7004,0,778,baseline_2_late_learning,0.6736267858723161,0.502539894420815,0
7007,0,778,early_learning_2_late_learning,-0.05879898380785897,0.9532625992859088,0
7012,0,779,baseline_2_early_learning,-0.011353053618717456,0.9909707563990995,0
7013,0,779,baseline_2_late_learning,-1.4191769606507083,0.1598313612041239,0
7016,0,779,early_learning_2_late_learning,-1.1839292290561436,0.24003653041670933,0
7021,0,780,baseline_2_early_learning,0.36185108772672914,0.7184417599907117,0
7022,0,780,baseline_2_late_learning,-1.829227964769124,0.07118715932689403,0
7025,0,780,early_learning_2_late_learning,-1.7813016793534935,0.07875601713648286,0
7030,0,781,baseline_2_early_learning,0.29630084585310734,0.7677878305150784,0
